name,gender,langage,frequency,translated_name
joaquim,m,"portuguese, catalan",0.13,Joaquim
joaquima,f,catalan,0,Joaquima
joaquin,m,spanish,0.03,جواكين
joash,m,biblical,0,جواش
job,m,biblical,2.74,وظيفة
jobeth,f,english,0,عمل
joby,m,english,0,جوبي
jocasta,f,greek mythology (latinized),0,Jocasta
jocelin,f,english,0,Jocelin
joceline,f,french,0,Joceline
jocelyn,"f,m",english,0.16,جوسلين
jochem,m,"german, dutch",0,جوشيم
jochen,m,german,0,يوشين
jochim,m,german,0,يوشيم
jochjo,m,esperanto,0,Jochjo
jock,m,scottish,0,جوك
jockie,m,scottish,0,جوكي
jocky,m,scottish,0,جوكي
jocosa,f,english,0,جوكوسا
jodene,f,english,0,جودين
jodi,f,english,0,جودي
jodie,f,english,0,جودي
jody,"f,m",english,0,جودي
joe,m,english,1.5,جو
joël,m,french,4.11,جيل
joel,m,"english, jewish, biblical",0,جويل
joelle,f,french,0,جويل
joep,m,dutch,0,جوب
joetta,f,english,0,Joetta
joey,m,english,0.06,جوي
johan,m,"scandinavian, german, czech",0.13,يوهان
johana,f,czech,0,يوهانا
jóhann,m,icelandic,0,جوهان
johann,m,german,0.8,يوهان
jóhanna,f,icelandic,0,جوهانا
johanna,f,"german, scandinavian, dutch, hungarian",27.59,جوهانا
johanne,f,"danish, norwegian",0,يوهان
johanneke,f,dutch,0,يوهانك
jóhannes,m,icelandic,0,جوهر
johannes,m,"german, dutch, scandinavian, late roman",0.41,يوهانس
johano,m,esperanto,0,يوهانو
johar,m,indian,0,جوهر
john,m,"english, biblical",10.99,جون
johnathan,m,english,0,جوناثان
johnathon,m,english,0,جوناثون
johnie,m,english,0,جوني
johnnie,"m,f",english,0.06,جوني
johnny,m,english,3.79,جوني
joi,f,english,0.03,جوي
joisse,f,,0.06,جويس
jokum,m,danish,0,جوكوم
jolán,f,hungarian,0,جولان
jolana,f,czech,0,جولانا
jolanda,f,italian,0,جولاندا
jolánka,f,hungarian,0,جولانكا
jolanta,f,polish,0,جولانتا
joleen,f,english,0,جولين
jolene,f,english,0,جولين
jolie,f,french,28.77,جولي
jolyon,m,english,0,جوليون
jón,m,icelandic,0,جون
jon (1),m,"scandinavian, basque",0,جون (1)
jon (2),m,english,0,جون (2)
jóna,f,icelandic,0,جونا
jonah,m,"english, biblical",0,يونس
jónas,m,icelandic,0,Jónas
jonas (1),m,lithuanian,0,جوناس (1)
jonas (2),m,biblical (variant),0,جوناس (2)
jónatan,m,icelandic,0,يوناتان
jonatan,m,swedish,0,جوناتان
jonathan,m,"english, biblical",0.57,جوناثان
jonathon,m,english,0,جوناثون
jonelle,f,english,0,جونيل
jonette,f,"norwegian, english",0,جونت
joni (1),f,english,0,جوني (1)
joni (2),m,finnish,0,جوني (2)
jonie,f,english,0,جوني
jonna,f,"danish, swedish",0,جونا
jonny,m,english (modern),0,جوني
jonquil,f,english,0,جونكيل
jonty,m,english,0,جونتي
jools,"m,f",english,0,جولز
joona,m,finnish,0,يونا
joonas,m,finnish,0,جوناس
joop,m,dutch,0.03,جوب
joord,m,dutch,0,عنق
joos,m,dutch,0.06,يووس
jooseppi,m,finnish,0,Jooseppi
joost,m,dutch,0,جوست
jöran,m,swedish,0,يوران
jorck,m,danish,0,Jorck
jordaan,m,dutch,0,جوردان
jordan,"m,f","english, german, biblical",1.75,الأردن
jordana,f,english,0,جوردانا
jordi,m,catalan,0,جوردي
jordon,m,english,0,جوردون
jordyn,f,english (modern),0,جوردين
jörg,m,german,0,يورج
jorge,m,"spanish, portuguese",0.29,خورخي
jörgen,m,swedish,0,يورغن
jørgen,m,"danish, norwegian",0,يورغن
jorie,f,english,0,يوري
joris,m,"dutch, frisian",0.06,يوريس
jorma,m,finnish,0,جورما
jørn,m,danish,0,يورن
jory,m,cornish,0,جوري
jos,m,dutch,0.06,جوس
joscelin,f,english,0,Joscelin
josceline,f,english,0,JOSCELINE
josé,m,"spanish, portuguese",2.61,خوسيه
josée,f,french,0.03,خوسيه
josef,m,"german, scandinavian, czech",0.19,جوزيف
josefa,f,"spanish, portuguese, czech",0,جوزيفا
josefina,f,spanish,0,جوزيفينا
joselyn,f,english,0,جوسلين
josep,m,catalan,0.03,جوزيب
joseph,m,"english, french, biblical",63.05,جوزيف
josepha,f,"english, german",0.16,جوزيفا
josèphe,f,french,0.16,جوزيف
josephina,f,english,0,جوزيفينا
joséphine,f,french,4.59,جوزيفاين
josephine,f,english,0,جوزفين
joses,m,biblical,0,جوزات
josette,f,french,14.72,جوزيت
josh,m,english,0,جوش
joshawa,m,english (modern),0,جوشاوا
joshua,m,"english, biblical",0.1,جوشوا
josiah,m,"biblical, english",0.16,يوشيا
josiane,f,french,0.22,جوزيان
josias,m,biblical (variant),0.06,جوزياس
josie,f,english,0.38,جوزي
josif,m,serbian,0,جوزيف
josip,m,"croatian, slovene",0,جوزيب
jóska,m,hungarian,0,جوسكا
joss,f,english,0,جوس
josslyn,f,english,0,جوسلين
josue,m,"spanish, french",0,josue
jotham,m,biblical,0,جوثام
jouko,m,finnish,0,Jouko
jouni,m,finnish,0,جوني
jourdain,m,french,3.12,يوردين
jovan,m,"serbian, macedonian",0,جوفان
jovana,f,serbian,0,جوفانا
jovanka,f,serbian,0,جوفانكا
jove,m,roman mythology,0,جوف
jovita,f,"spanish, portuguese",0,جوفيتا
jowan,m,cornish,0,جوان
jowita,f,polish,0,جويتا
joy,f,english,0.41,مرح
joyce,"f,m",english,9.94,جويس
joye,f,english,0,جوي
jozafat,m,polish,0,Jozafat
joze,m,slovene,0,جوزي
jozef,m,"slovak, slovene, polish, dutch",0,جوزيف
jozefa,f,"hungarian, polish",0,جوزيفا
jozefo,m,esperanto,0,جوزيفو
jozo,m,croatian,0,Jozo
józsef,m,hungarian,0,József
józsi,m,hungarian,0,جوزي
józsua,m,hungarian,0,جووزوا
jozua,m,dutch,0,Jozua
ju,f,chinese,1.08,جو
juan,m,spanish,8.54,خوان
juana,f,spanish,1.12,خوانا
juanita,f,spanish,1.24,خوانيتا
juanito,m,spanish,0.06,خوانيتو
jubal,m,biblical,0,يوبال
juda,m,arabic,0.45,اليهودية
judah,m,"biblical, english",0,يهوذا
judas,m,biblical,2.36,يهوذا
judd,m,english,0,جود
jude,m,"english, biblical",0.92,جود
judi,f,english,0,جودي
judie,f,english,0,جودي
judit,f,hungarian,0,جوديت
judita,f,czech,0,جودا
judite,f,portuguese,0,الجيد
judith,f,"english, jewish, french, biblical",2.68,جوديث
judy,f,english,0.03,جودي
judyta,f,polish,0,جوديا
juha,m,finnish,0,جوها
juhana,m,finnish,0,جوهانا
juhani,m,finnish,0,جوهاني
juho,m,finnish,0,جوهو
jukka,m,finnish,0,Jukka
jules (1),m,french,0,جول (1)
jules (2),f,english,0,جول (2)
juli,f,hungarian,0,جولي
júlia,f,hungarian,0,جليا
julia,f,"english, german, spanish, portuguese, ancient roman, biblical",4.59,جوليا
julián,m,spanish,0,جوليان
julian,m,english,0.19,جوليان
juliana,f,"dutch, german, english, spanish, portuguese, ancient roman",0.1,جوليانا
juliane,f,"french, german",0,جوليان
julianna,f,"english, hungarian",0,جوليانا
julianne,f,english,0,جوليان
julie,f,"french, english",16.53,جولي
julien,m,french,134.02,جوليان
julienne,f,french,2.96,جوليان
juliet,f,english,0,جولييت
juliette,f,french,16.25,جولييت
julija,f,slovene,0,جوليجا
julio,m,"spanish, portuguese",0.99,جوليو
juliska,f,hungarian,0,جوليسكا
julitta,f,,0,جوليتا
julius,m,"ancient roman, english",2.64,يوليوس
juliusz,m,polish,0,يوليوس
july,f,english,0.13,يوليو
julyan,m,english,0,يوليو
jumaane,m,african,0,Jumaane
jumana,f,arabic,0,جامانا
jumanah,f,arabic,0,جسماناه
june,f,english,0.03,يونيو
jung,"m,f",korean,3.92,يونغ
junior,m,english,0.8,مبتدئ
juniper,f,english,0,العرعر
junko,f,japanese,0,جونكو
juno,f,roman mythology,0.03,جونو
juozas,m,lithuanian,0,جووزاس
jupiter,m,roman mythology,4.56,كوكب المشتري
juraj,m,"slovene, croatian",0,جوراج
jure,m,"slovene, croatian",17.81,يور
jürgen,m,german,0.03,يورغن
jurgis,m,lithuanian,0.13,يورجيس
jurij,m,slovene,0,جوريج
juro,m,japanese,0.03,جوريو
jussi,m,finnish,0,جوسي
juste,m,french,167.03,جست
justice,"m,f",english,53.65,عدالة
justin,m,"english, french",0.89,جاستن
justina,f,"english, ancient roman",0,جوستينا
justine,f,"french, english",0.76,جوستين
justus,m,ancient roman,0.16,نحن فقط
justy,"m,f",english,0,جوستي
justyn,m,english,0,جوستين
justyna,f,polish,0,جوستينا
jutta,f,german,0,جوتا
jutte,f,german,0,جوت
juturna,f,roman mythology,0,جوتورنا
juuso,m,finnish,0,يووسو
juvela,f,esperanto,0,جوفيلا
juvenal,m,history,0.16,الأحداث
juventas,f,roman mythology,0,يوفنتاس
jyoti,f,indian,0,جيوتي
jyotsana,f,indian,0,جيوتانا
jyotsna,f,indian,0,جوتسنا
jytte,f,danish,0,جيت
kaapo,m,finnish,0,كابو
kaapro,m,finnish,0,كابرو
kaarina,f,finnish,0,كارينا
kaarle,m,finnish,0,Kaarle
kaarlo,m,finnish,0,Kaarlo
kacper,m,polish,0,كاكبر
kade,m,english,0,كادي
kaden,m,english,0,كادين
kader,m,arabic,2.2,Kader
kae,f,english,0,كاي
kaelea,f,english (modern),0,كيلا
kaelee,f,english (modern),0,كايلي
kaety,f,english,0,كايتي
kagiso,f,african,0,كاجيسو
kai (1),m,"scandinavian, finnish, german",0,كاي (1)
kai (2),"m,f",hawaiian,0,كاي (2)
kaia,f,norwegian,0,كايا
kaija,f,finnish,0,كايجا
kaila,f,,0.03,كايلا
kailash,"m,f",indian,0,كايلاش
kailee,f,english (modern),0,كايلي
kailey,f,english,0,كايلي
kailyn,f,english (modern),0,كايلين
kaimana,m,hawaiian,0,كيمانا
kaisa,f,finnish,0,كايسا
kaiser,m,german,0.99,كايزر
kaitlin,f,english,0,كايتلين
kaitlyn,f,english,0,كايتلين
kaitlynn,f,english,0,كايتلين
kaj,m,danish,0,كاج
kajetan,m,polish,0,كاجيتان
kajsa,f,swedish,0,كاجسا
kakalina,f,hawaiian,0,كاكالينا
kala,f,hawaiian,0.29,كالا
kalani,"m,f",hawaiian,0,كالاني
kalea,f,hawaiian,0,كاليا
kaleb,m,english,0,كالب
kaleigh,f,english (modern),0,كالي
kaleo,m,hawaiian,0,كاليو
kaley,f,english,0,كالي
kali,f,hindu mythology,1.08,كالي
kalidas,m,indian,0,كاليدا
kalla,f,english,0.1,الكالا
kalle,m,"swedish, finnish",0,كالي
kallias,m,ancient greek,0,كالياس
kallikrates,m,ancient greek,0,Kallikrates
kalliope,f,greek mythology,0,كاليوب
kallisto,f,"greek mythology, ancient greek",0,كاليستو
kallistrate,f,ancient greek,0,Kallistrate
kálmán,m,hungarian,0,Kálmán
kalpana,f,indian,0,كالبانا
kalyan,m,indian,0,كاليان
kalyani,f,indian,0,كالياني
kalyn,f,english (modern),0,كالين
kalypso,f,greek mythology,0,kalypso
kalysta,f,english (modern),0,كاليستا
kam,m,english,1.62,كام
kama,m,hindu mythology,0.19,كاما
kamal (1),m,arabic,0,كمال (1)
kamal (2),m,indian,0,كمال (2)
kamala,f,indian,0,كمالا
kamaria,f,african,0,كاماريا
kameron,m,english (modern),0,كاميرون
kamil (1),m,arabic,0,كاميل (1)
kamil (2),m,"czech, slovak, polish",0,كاميل (2)
kamila,f,"czech, slovak, polish",0,كيميلا
kamilla,f,hungarian,0,كاميلا
kamryn,f,english,0,كامرين
kandajha,f,esperanto,0,Kandjha
kane,m,irish,0.13,كين
kaneonuskatew,m,native american,0,kaneonuskatew
kanta,f,indian,0,كانطا
kanti,f,indian,0,كانتي
kanya,f,thai,0,كانيا
kaolin,m,,1.21,كاولين
kapel,m,jewish,0,كابل
kapil,m,indian,0,كابيل
kapila,m,indian,0,كابيلا
kara,f,english,0.57,كارا
karam,"m,f",arabic,0,كرام
karan,m,"indian, hindu mythology",0,كاران
karaugh,f,english (modern),0,كارو
karcsi,m,hungarian,0,كركسي
kareem,m,arabic,0,كريم
karel,m,"dutch, czech, slovene",0.06,كاريل
karen,f,"danish, norwegian, english",0.19,كارين
karena,f,,0,كارينا
karenza,f,english,0,كارينزا
karesinda,f,esperanto,0,كاريسيندا
kari (1),f,norwegian,0,كاري (1)
kari (2),m,finnish,0,كاري (2)
karim,m,arabic,0.06,كريم
karima,f,arabic,0,كريمة
karin,f,"swedish, finnish",0.03,كارين
karina,f,,0,كارينا
karissa,f,english,0,كاريسا
karita,f,norwegian,0,كاريتا
karl,m,"german, scandinavian",7.07,كارل
karla,f,"german, scandinavian",0.03,كارلا
karlene,f,english,0,كارلين
karly,f,english,0,كارلي
karol,m,polish,0.03,كارول
karola,f,hungarian,0,كارولا
karoliina,f,finnish,0,كارولينا
karolina,f,"polish, scandinavian, hungarian",0,كارولينا
karoline,f,"german, danish, norwegian",0,كارولين
karolis,m,lithuanian,0,كاروليس
károly,m,hungarian,0,كارولي
karolyn,f,english,0,كارولين
karp,m,russian,0.03,كارب
karrie,f,english,0,كاري
karsten,m,german,0.06,كارستن
karyn,f,english,0.92,كارين
karyna,f,,0,كارنا
kasandra,f,english,0,كاساندرا
kasey,"m,f",english,0,كاسي
kasi,m,indian,0,كاسي
kasia,f,polish,0,كاسيا
kasimir,m,,0,Kasimir
kasimira,f,,0,كاسيميرا
kaspar,m,german,0.06,كاسبار
kasper,m,"polish, dutch, scandinavian",0.03,كاسبر
kassandra,f,"english, greek mythology",0,كاساندرا
kassia,f,english,0,كاسيا
kassidy,"f,m",english,0,كاسيدي
kassy,f,english,0,كاسي
kat,f,english,0.06,كات
kata,f,hungarian,0.13,كاتا
katalin,f,hungarian,0,كاتالين
katana,f,japanese,0,كاتانا
katariina,f,finnish,0,كاتاريينا
katarin,f,breton,0,كاتارين
katarina,f,"german, swedish, hungarian, croatian, serbian, slovene",0,كاترينا
katarine,f,german,0,كاتارين
katarzyna,f,polish,0,كاتارزينا
katashi,m,japanese,0,كاتشي
kate,f,english,0.16,كيت
katee,f,english,0,كيتي
katelin,f,english,0,كاتيلين
katelyn,f,english,0,كاتلين
katelynn,f,english (modern),0,كاتلين
katerina,f,czech,0,كاترينا
katey,f,english,0,كيتي
katharina,f,german,0,كاثرينا
katharine,f,"german, english",0.13,كاثرين
käthe,f,german,0,käthe
katherina,f,english,0,كاثرينا
katherine,f,english,0.13,كاثرين
kathi,f,english,0,كاثي
kathie,f,english,0,كاثي
kathleen,f,"irish, english",0.03,كاثلين
kathlyn,f,english,0,كاثلين
kathrin,f,german,0,كاثرين
kathryn,f,english,0,كاثرين
kathy,f,english,0,كاثي
katica,f,slovene,0,كاتيكا
katida,f,esperanto,0,كاتيدا
katie,f,english,0,كاتي
katina,f,,0,كاتينا
katinka,f,russian,0,كاتينكا
katja,f,"german, slovene",0,كاتجا
katlego,"m,f",african,0,كاتليجو
katlyn,f,english,0,كاتلين
kato,m,african,0,كاتو
katri,f,finnish,0,كاتري
katrien,f,dutch,0,كاترين
katrijn,f,dutch,0,كاترين
katrina,f,english,0,كاترينا
katrine,f,"german, danish, dutch, polish",0,كاترين
katriona,f,english,0,كاتيرا
katsu,m,japanese,0,كاتسو
katsuo,m,japanese,0,كاتسو
katsuro,m,japanese,0,كاتسورو
katy,f,english,0,كاتي
katya,f,russian,0,كاتيا
kausalya,f,indian,0,كوساليا
kaveri,f,indian,0,كافيري
kawacatoose,m,native american,0,كاواكاتوز
kay (1),f,english,0,كاي (1)
kay (2),m,welsh mythology,0,كاي (2)
kaycee,f,english (modern),0,كايسي
kaye,f,english,0.03,كاي
kayetan,m,german,0,كاييتان
kayla,f,english,0,كايلا
kayleah,f,english (modern),0,كايليه
kaylee,f,english,0,كايلي
kayleen,f,english,0,كايلين
kayleigh,f,english (modern),0,كايلي
kayley,f,"english, irish",0,كايلي
kaylie,f,english,0,كايلي
kaylin,f,english (modern),0,كايلين
kayly,f,english (modern),0,كايلي
kaylyn,f,english,0,كايلين
kaylynn,f,english (modern),0,كايلين
kayode,m,african,0,كايود
kazia,f,polish,0,كازيا
kazimeras,m,lithuanian,0,كازيميراس
kazimiera,f,polish,0,كازيميرا
kazimierz,m,polish,0,كازيمييرز
kazimir,m,russian,0,كازيمير
kázmér,m,hungarian,0,kázmér
kazuki,m,japanese,0,كازوكي
kazuko,f,japanese,0,كازوكو
kazuo,m,japanese,0,كازو
kean,m,irish,0,كين
keane,m,irish,0.13,كين
keanu,m,hawaiian,0,كينو
keara,f,,0,كيرا
keaton,m,english,0.29,كيتون
keefe,m,"irish, english",0.03,كيف
keegan,m,"english, irish",0,كيجان
keelan,"f,m",irish,0,كيلان
keeleigh,f,english (modern),0,كيلي
keeley,f,"english, irish",0,كيلي
keelin,f,irish,0,كيلين
keely,f,english (modern),0,كيلي
keenan,m,irish,0,كينان
kees,m,dutch,0,كيس
kegan,m,"english, irish",0,كيجان
keighley,f,english (modern),0,كيلي
keiko,f,japanese,0,كيكو
keir,m,"scottish, english",0.03,كير
keira,f,english,0,كيرا
keisha,f,english,0.03,كيشا
keith,m,"english, scottish",1.24,كيث
keitha,f,"english, scottish",0,كيثا
keithia,f,,0,كيثيا
kekepania,f,hawaiian,0,Kekepania
kekoa,m,hawaiian,0,كيكوا
kelan,m,,0,كيلان
kelcey,"m,f",english (modern),0,كيلسي
keld,m,danish,0,كيلد
kelda,f,,0,كيلدا
kelebek,f,turkish,0,كيليبك
kelemen,m,hungarian,0,كيليمن
kelia,f,,0,كيليا
kelleigh,f,english,0,كيللي
kelley,f,english,0.13,كيلي
kelli,f,english,0,كيلي
kellie,f,english,0,كيلي
kelly,"m,f","irish, english",0.41,كيلي
kelsey,"m,f",english,0,كيلسي
kelsi,f,english (modern),0,كيلسي
kelsie,f,english,0,كيلسي
kelvin,m,english,0.67,كيلفن
kemp,m,english,0.13,كيمب
ken (1),m,english,0,كين (1)
ken (2),m,japanese,0,كين (2)
kenan,m,biblical,0,كنان
kenaniah,m,biblical,0,كينانيا
kendal,m,"english, welsh",0,كيندال
kendall,"m,f","english, welsh",0.41,كيندال
kendra,f,english,0,كيندرا
kendrick,m,english,0,كيندريك
kenelm,m,english,0,كينلم
ken'ichi,m,japanese,0,كينشي
kenina,f,scottish,0,كينينا
kenith,m,english,0,كينيث
kenji,m,japanese,0,كينجي
kenna,f,scottish,0,كينا
kennard,m,english,0,كينارد
kennedy,"f,m","english, irish, scottish",1.75,كينيدي
kennet,m,scandinavian,0,كينيت
kenneth,m,"scottish, english",0.03,كينيث
kennith,m,english,0,كينيث
kenny,m,"scottish, english",0.03,كيني
kenrick,m,english,0,كينريك
kenshin,m,japanese,0,كينشين
kent,m,english,0.64,كينت
kenta,m,japanese,0,كنتا
kentigern,m,scottish,0,Kentigern
kenton,m,english,0,كنتون
kenya,"m,f",russian,0.89,كينيا
kenyon,m,english,0.06,كينيون
keoni,m,hawaiian,0,كيوني
keren,f,english,0.29,كيرين
kerena,f,english,0,كيرينا
keren-happuch,f,biblical,0,Keren-Happuch
kerensa,f,english,0,كيرنسا
kerenza,f,english,0,كيرينزا
keri,f,english,0,كيري
kermit,m,english,0,كيرميت
kerneels,m,dutch,0,Kerneels
kerr,m,"scottish, english",0.22,كير
kerri,f,english,0,كيري
kerrie,"f,m",english,0,كيري
kerry,"m,f",english,0,كيري
kerstin,f,"german, swedish",0,كيرستين
kerttu,f,finnish,0,كيرتو
keshaun,m,english (modern),0,كيشاون
keshawn,m,english (modern),0,كيشون
keshet,"m,f",jewish,0,كيشيت
keshia,f,english,0,كيشيا
kester,m,scottish,0,كيستر
kestrel,f,english,0,كيستريل
kettil,m,swedish,0,كيتيل
keturah,f,"biblical, english",0,كيتورا
kevan,m,irish,0,كيفان
kevin,m,"english, irish",0.06,كيفن
kevork,m,armenian,0,كيفورك
keysha,f,english (modern),0,Keysha
kezia,f,english,0,كيزيا
keziah,f,"biblical, english",0,كيزيا
kgosi,m,african,0,كوجوسي
khadiga,f,arabic,0,خاديجا
khadija,f,arabic,2.1,خديجا
khajag,m,armenian,0,خاجاج
khaleel,m,indian,0,خليل
khalid,m,arabic,0.06,خالد
khalida,f,arabic,0,خاليدا
khalifa,m,arabic,0,خليفة
khalil,m,arabic,0.03,خليل
khalilah,f,arabic,0,الخليلا
khaliq,m,arabic,0,khaliq
khamisi,m,african,0,خاميسي
khara,f,,0,خارا
khatijah,f,arabic,0,خطي
khayrat,m,arabic,0,خايرات
khayri,m,arabic,0,خايري
khayriyya,f,arabic,0,خيريا
khayyam,m,arabic,0.03,خيام
khloe,f,english,0,Khloe
khordad,m,,0,Khordad
khorshed,"m,f",arabic,0,خورشيد
khurshid,"m,f",arabic,0,Khurshid
khwaja,m,arabic,0,خواجة
kian,m,"english, irish",0,كيان
kiana,f,hawaiian,0,كيانا
kiara,f,,0,كيارا
kiaran,m,,0,كياران
kiarra,f,,0,كياررا
kibwe,m,african,0,كيبوي
kichiro,m,japanese,0,كيشيرو
kiefer,m,english,0.32,كيفر
kielo,f,finnish,0,كيلو
kiera,f,irish,0,كيرا
kieran,m,irish,0,كيران
kieron,m,,0,كيرون
kierra,f,,0,كيرا
kiersten,f,"danish, english",0,كيرستن
kiku,f,japanese,0,كيكو
kiley,f,english,0,كيلي
kilian,m,irish,0.13,كيليان
kilie,f,english,0,كيلي
killian,m,irish,0.06,كيليان
